Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         600.0 |    21,093,444 | 3515474.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,709.0 |    23,387,530 | 1368392.1% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      84,415.0 |    45,571,868 |  53885.5% | 
dram__sectors_write.sum                                                |     234,768.0 |    44,300,304 |  18769.8% | sector
lts__t_sectors_op_write.sum                                            |     412,914.0 |    67,240,626 |  16184.4% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         982.1 |      88,265.1 |   8887.0% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         64.15 |       2,137.8 |   3232.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         274.4 |       6,949.2 |   2432.3% | warp
smsp__inst_executed.sum                                                |    44,185,548 |    97,520,009 |    120.7% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |      10,248.6 |      21,856.9 |    113.3% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         31.35 |         56.36 |     79.8% | %
dram__sectors_read.sum                                                 |   130,260,072 |   200,159,736 |     53.7% | sector
smsp__warps_issue_stalled_wait.avg                                     |     263,030.2 |     364,363.6 |     38.5% | warp
lts__t_sectors.sum                                                     |   541,089,279 |   727,998,678 |     34.5% | sector
lts__t_sector_hit_rate.pct                                             |         61.06 |         46.21 |    -24.3% | %
launch__registers_per_thread                                           |         96.00 |         119.0 |     24.0% | register/thread
lts__t_sectors_op_read.sum                                             |   540,464,595 |   660,075,670 |     22.1% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,618,035 |     1,339,734 |    -17.2% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     223,386.0 |     250,822.2 |     12.3% | warp
