Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |     144,217.1 |     464,853.2 |    222.3% | warp
smsp__warps_issue_stalled_not_selected.avg                             |     124,124.5 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         433.6 |         22.42 |    -94.8% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |      39,129.6 |       2,495.0 |    -93.6% | warp
smsp__cycles_active.avg                                                |     3,685,099 |     5,967,817 |     61.9% | cycle
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         29.48 |         16.65 |    -43.5% | %
smsp__warps_issue_stalled_barrier.avg                                  |     555,310.0 |     764,565.6 |     37.7% | warp
dram__sectors_read.sum                                                 |    77,578,608 |    48,663,416 |    -37.3% | sector
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         42.46 |         26.80 |    -36.9% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         45.36 |         28.74 |    -36.6% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         39.35 |         24.98 |    -36.5% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         46.28 |         29.53 |    -36.2% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,167,703 |     1,507,438 |     29.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    28,340,226 |    24,357,773 |    -14.1% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     393,841.6 |     341,580.6 |    -13.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     1,126,193 |     1,043,751 |     -7.3% | warp
lts__t_sectors_op_read.sum                                             |   567,277,954 |   532,041,358 |     -6.2% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    78,898,626 |    74,349,611 |     -5.8% | 
