Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,199.4 |       2,710.2 |     23.2% | warp
dram__sectors_read.sum                                                 |   203,829,376 |   173,171,216 |    -15.0% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    26,498,811 |    29,665,405 |     11.9% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     163,108.8 |     180,326.1 |     10.6% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       6,677.7 |       7,287.7 |      9.1% | warp
lts__t_sectors_op_read.sum                                             |   683,136,890 |   637,342,593 |     -6.7% | sector
lts__t_sectors.sum                                                     |   751,378,211 |   705,601,146 |     -6.1% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    47,409,560 |    50,210,095 |      5.9% | 
smsp__warps_issue_stalled_sleeping.avg                                 |      21,891.5 |      20,720.1 |     -5.4% | warp
