Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |          0.00 |       7,049.1 |      inf% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,559.0 |    26,589,503 | 1705448.6% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         513.2 |   4565.4% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      60,081.7 |     468,205.0 |    679.3% | warp
smsp__inst_executed.sum                                                |   167,784,288 |   966,635,451 |    476.1% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |      96,846.7 |     362,814.2 |    274.6% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     328,343.5 |     788,430.0 |    140.1% | warp
smsp__cycles_active.avg                                                |     2,630,690 |     6,273,477 |    138.5% | cycle
smsp__warps_issue_stalled_wait.avg                                     |     617,442.0 |     1,116,194 |     80.8% | warp
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         72.41 |         29.24 |    -59.6% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         69.68 |         28.37 |    -59.3% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         67.65 |         27.59 |    -59.2% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         61.94 |         26.66 |    -57.0% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,049,340 |     1,597,931 |     52.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    55,901,306 |    76,838,570 |     37.5% | 
dram__bytes_read.sum                                                   |         717.3 |         973.8 |     35.8% | Mbyte
dram__sectors_read.sum                                                 |    22,416,616 |    30,431,864 |     35.8% | sector
launch__registers_per_thread                                           |         150.0 |         118.0 |    -21.3% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    52,868,559 |    46,889,660 |    -11.3% | 
