Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         593.0 |    45,232,653 | 7627666.1% | 
dram__sectors_write.sum                                                |     108,368.0 |   176,377,800 | 162658.2% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         611.6 |     106,113.8 |  17249.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     311,006.0 |    49,844,370 |  15926.8% | 
lts__t_sectors_op_write.sum                                            |     2,090,244 |   269,457,792 |  12791.2% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         328.0 |       4,679.2 |   1326.5% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.08 |         28.22 |    591.7% | %
smsp__warps_issue_stalled_not_selected.avg                             |       1,660.1 |      10,161.7 |    512.1% | warp
smsp__inst_executed.sum                                                |    69,883,200 |   169,484,767 |    142.5% | inst
launch__registers_per_thread                                           |         75.00 |         148.0 |     97.3% | register/thread
smsp__warps_issue_stalled_sleeping.avg                                 |      73,112.4 |     138,641.8 |     89.6% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     290,221.6 |     497,803.2 |     71.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     371,644.5 |     629,053.2 |     69.3% | warp
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         35.63 |         51.60 |     44.8% | %
lts__t_sector_hit_rate.pct                                             |         94.60 |         52.58 |    -44.4% | %
smsp__cycles_active.avg                                                |     2,437,204 |     3,281,943 |     34.7% | cycle
lts__t_sectors_op_read.sum                                             |   522,634,983 |   384,333,209 |    -26.5% | sector
lts__t_sectors.sum                                                     |   524,797,337 |   657,241,585 |     25.2% | sector
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         71.26 |         54.91 |    -22.9% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         52.45 |         40.71 |    -22.4% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.68 |         59.12 |    -18.7% | %
dram__bytes_read.sum                                                   |         715.4 |         826.0 |     15.5% | Mbyte
dram__sectors_read.sum                                                 |    22,355,576 |    25,811,448 |     15.5% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,674,067 |     3,034,662 |     13.5% | warp
