Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |         974.3 |       7,166.5 |    635.5% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         222.6 |         453.4 |    103.7% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         557.7 |       1,013.7 |     81.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      11,632.7 |       9,233.2 |    -20.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,420.0 |     102,798.0 |     19.0% | 
dram__sectors_read.sum                                                 |   164,774,520 |   135,102,872 |    -18.0% | sector
dram__sectors_write.sum                                                |     380,752.0 |     315,128.0 |    -17.2% | sector
smsp__inst_executed.sum                                                |    44,417,217 |    49,354,580 |     11.1% | inst
smsp__warps_issue_stalled_wait.avg                                     |     269,692.4 |     294,752.9 |      9.3% | warp
