Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,420,186 |     1,491,283 |    -38.4% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,545.5 |       1,746.6 |    -31.4% | warp
lts__t_sectors_op_write.sum                                            |    67,499,961 |    82,207,748 |     21.8% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,065.0 |       1,708.0 |    -17.3% | 
smsp__warps_issue_stalled_not_selected.avg                             |       4,331.9 |       3,696.9 |    -14.7% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     280,339.2 |     240,255.6 |    -14.3% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      21,231.8 |      18,507.2 |    -12.8% | warp
dram__sectors_read.sum                                                 |   129,563,024 |   116,912,064 |     -9.8% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    17,554,377 |    16,094,438 |     -8.3% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,349,521 |    15,205,648 |     -7.0% | 
