Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      21,383.9 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,808.4 |     272,057.1 |    783.1% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,700.6 |         17.71 |    -99.5% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,146.5 |     382,890.4 |     67.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,846.3 |       7,192.6 |    -67.1% | warp
launch__registers_per_thread                                           |         252.0 |         117.0 |    -53.6% | register/thread
dram__sectors_read.sum                                                 |   133,747,408 |   185,868,968 |     39.0% | sector
smsp__inst_executed.sum                                                |   163,089,410 |   102,633,886 |    -37.1% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.00 |         53.28 |     30.0% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,758,937 |    27,999,359 |    -25.8% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     135,214.3 |     169,823.4 |     25.6% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,738,303 |     2,137,355 |    -21.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,388,939 |    48,053,094 |    -20.4% | 
lts__t_sectors_op_read.sum                                             |   606,622,897 |   675,703,735 |     11.4% | sector
lts__t_sectors.sum                                                     |   673,865,121 |   743,780,576 |     10.4% | sector
