Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         595.0 |    15,876,996 | 2668302.7% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      84,004.0 |    16,689,368 |  19767.3% | 
dram__sectors_write.sum                                                |     232,760.0 |    43,440,808 |  18563.3% | sector
lts__t_sectors_op_write.sum                                            |     405,652.0 |    67,238,067 |  16475.3% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         29.88 |       1,274.8 |   4166.4% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |       1,317.5 |      26,099.6 |   1881.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         235.0 |       2,744.3 |   1067.9% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |       9,453.6 |      20,434.0 |    116.2% | warp
launch__registers_per_thread                                           |         96.00 |         160.0 |     66.7% | register/thread
smsp__inst_executed.sum                                                |    44,819,182 |    67,023,373 |     49.5% | inst
dram__sectors_read.sum                                                 |   133,832,824 |    99,690,288 |    -25.5% | sector
lts__t_sectors.sum                                                     |   566,087,195 |   675,877,785 |     19.4% | sector
smsp__warps_issue_stalled_wait.avg                                     |     267,031.0 |     313,877.1 |     17.5% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     222,984.1 |     246,195.9 |     10.4% | warp
lts__t_sectors_op_read.sum                                             |   565,478,116 |   608,149,086 |      7.5% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,614,235 |     1,523,775 |     -5.6% | warp
