Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |          0.00 |       2,495.5 |      inf% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,554.0 |    24,117,206 | 1551843.8% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         744.7 |   6670.4% | warp
smsp__inst_executed.sum                                                |   151,889,865 |   950,029,860 |    525.5% | inst
smsp__warps_issue_stalled_sleeping.avg                                 |     102,442.6 |     463,743.3 |    352.7% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     103,683.8 |     350,726.5 |    238.3% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     363,632.7 |     764,324.8 |    110.2% | warp
smsp__cycles_active.avg                                                |     2,850,026 |     5,963,472 |    109.2% | cycle
dram__bytes_read.sum                                                   |         834.2 |          1.51 |    -99.8% | Mbyte
smsp__warps_issue_stalled_wait.avg                                     |     540,774.5 |     1,030,605 |     90.6% | warp
dram__sectors_read.sum                                                 |    26,070,104 |    47,065,256 |     80.5% | sector
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         66.55 |         29.49 |    -55.7% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         58.98 |         26.77 |    -54.6% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         63.17 |         28.70 |    -54.6% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         49.36 |         25.06 |    -49.2% | %
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         31.22 |         16.49 |    -47.2% | %
launch__registers_per_thread                                           |         153.0 |         115.0 |    -24.8% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    58,417,155 |    45,995,806 |    -21.3% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    61,908,480 |    73,616,538 |     18.9% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,304,575 |     1,503,823 |     15.3% | warp
lts__t_sectors_op_read.sum                                             |   488,562,616 |   541,198,394 |     10.8% | sector
lts__t_sectors.sum                                                     |   757,515,076 |   810,082,643 |      6.9% | sector
