Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      22,029.8 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,808.4 |     251,694.1 |    717.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,700.6 |         17.59 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,846.3 |       6,904.0 |    -68.4% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,146.5 |     360,924.1 |     58.2% | warp
dram__sectors_read.sum                                                 |   133,747,408 |   206,626,248 |     54.5% | sector
launch__registers_per_thread                                           |         252.0 |         119.0 |    -52.8% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,738,303 |     1,355,470 |    -50.5% | warp
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.00 |         57.95 |     41.3% | %
smsp__inst_executed.sum                                                |   163,089,410 |    97,041,724 |    -40.5% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,758,937 |    23,315,408 |    -38.3% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     135,214.3 |      88,178.2 |    -34.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,388,939 |    45,506,999 |    -24.6% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,565.4 |       2,023.7 |    -21.1% | warp
lts__t_sector_hit_rate.pct                                             |         57.05 |         45.23 |    -20.7% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,165,039 |    21,163,589 |     10.4% | 
lts__t_sectors_op_read.sum                                             |   606,622,897 |   658,540,637 |      8.6% | sector
lts__t_sectors.sum                                                     |   673,865,121 |   726,317,711 |      7.8% | sector
