Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         594.0 |    45,379,806 | 7639598.0% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,857.0 |    29,079,868 | 1565859.5% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |         461.6 |     349,554.0 |  75625.0% | warp
dram__sectors_write.sum                                                |     102,224.0 |    59,612,752 |  58215.8% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     310,995.0 |    79,703,697 |  25528.6% | 
lts__t_sectors_op_write.sum                                            |     2,122,081 |   269,514,710 |  12600.5% | sector
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         985.8 |   8861.9% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         499.9 |      36,949.7 |   7290.8% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       2,073.0 |     122,364.0 |   5802.7% | warp
smsp__inst_executed.sum                                                |    70,986,556 |   995,570,652 |   1302.5% | inst
smsp__warps_issue_stalled_wait.avg                                     |     396,104.8 |     1,201,584 |    203.3% | warp
dram__bytes_read.sum                                                   |         714.5 |          1.04 |    -99.9% | Mbyte
smsp__warps_issue_stalled_barrier.avg                                  |     292,449.6 |     544,809.6 |     86.3% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      73,196.5 |     131,866.9 |     80.2% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,696,703 |     1,149,545 |    -57.4% | warp
lts__t_sectors.sum                                                     |   514,561,646 |   785,256,777 |     52.6% | sector
smsp__cycles_active.avg                                                |     2,471,068 |     3,701,709 |     49.8% | cycle
launch__registers_per_thread                                           |         77.00 |         112.0 |     45.5% | register/thread
dram__sectors_read.sum                                                 |    22,328,664 |    32,465,240 |     45.4% | sector
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.28 |         46.54 |    -35.6% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         70.86 |         45.64 |    -35.6% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         49.79 |         38.69 |    -22.3% | %
lts__t_sector_hit_rate.pct                                             |         91.74 |         79.94 |    -12.9% | %
