Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |         974.3 |      10,442.8 |    971.8% | warp
dram__sectors_write.sum                                                |     380,752.0 |     166,416.0 |    -56.3% | sector
lts__t_sectors_op_write.sum                                            |     675,530.0 |     402,840.0 |    -40.4% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         222.6 |         136.8 |    -38.5% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,505,860 |     1,585,769 |    -36.7% | warp
dram__sectors_read.sum                                                 |   164,774,520 |   112,036,120 |    -32.0% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         38.67 |         26.92 |    -30.4% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      11,632.7 |       9,009.3 |    -22.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,420.0 |     104,979.0 |     21.5% | 
lts__t_sectors.sum                                                     |   568,755,714 |   493,616,051 |    -13.2% | sector
lts__t_sectors_op_read.sum                                             |   567,736,371 |   492,977,902 |    -13.2% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,073.0 |       1,836.0 |    -11.4% | 
smsp__inst_executed.sum                                                |    44,417,217 |    48,111,858 |      8.3% | inst
