Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      19,600.7 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,808.4 |     248,309.0 |    706.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,700.6 |         17.66 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,846.3 |       7,391.6 |    -66.2% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,146.5 |     366,752.4 |     60.8% | warp
launch__registers_per_thread                                           |         252.0 |         119.0 |    -52.8% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,738,303 |     1,297,780 |    -52.6% | warp
smsp__inst_executed.sum                                                |   163,089,410 |    98,825,386 |    -39.4% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,758,937 |    23,780,844 |    -37.0% | 
dram__sectors_read.sum                                                 |   133,747,408 |   171,724,048 |     28.4% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |     135,214.3 |      97,909.7 |    -27.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,388,939 |    47,776,410 |    -20.9% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,165,039 |    22,986,228 |     19.9% | 
lts__t_sectors_op_read.sum                                             |   606,622,897 |   651,666,134 |      7.4% | sector
lts__t_sectors.sum                                                     |   673,865,121 |   719,682,364 |      6.8% | sector
