Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,708.0 |    23,511,285 | 1376438.9% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      26,690.3 |      93,222.5 |    249.3% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    18,453,879 |    46,665,073 |    152.9% | 
smsp__warps_issue_stalled_not_selected.avg                             |       3,585.0 |       7,414.6 |    106.8% | warp
dram__sectors_read.sum                                                 |   112,723,760 |   174,570,136 |     54.9% | sector
smsp__inst_executed.sum                                                |    70,131,601 |   101,572,685 |     44.8% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         36.52 |         51.48 |     41.0% | %
launch__registers_per_thread                                           |         160.0 |         119.0 |    -25.6% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    17,703,781 |    22,000,355 |     24.3% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,020.4 |       2,471.0 |     22.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     335,345.1 |     387,940.9 |     15.7% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,489,622 |     1,272,914 |    -14.5% | warp
lts__t_sectors_op_read.sum                                             |   612,307,074 |   665,367,129 |      8.7% | sector
lts__t_sectors.sum                                                     |   680,052,511 |   733,212,815 |      7.8% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      19,223.9 |      17,771.1 |     -7.6% | warp
