Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      21,856.9 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,808.4 |     250,822.2 |    714.1% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,700.6 |         17.65 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,846.3 |       6,949.2 |    -68.2% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,146.5 |     364,363.6 |     59.7% | warp
launch__registers_per_thread                                           |         252.0 |         119.0 |    -52.8% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,738,303 |     1,339,734 |    -51.1% | warp
dram__sectors_read.sum                                                 |   133,747,408 |   200,159,736 |     49.7% | sector
smsp__inst_executed.sum                                                |   163,089,410 |    97,520,009 |    -40.2% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,758,937 |    23,387,530 |    -38.1% | 
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.00 |         56.36 |     37.5% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |     135,214.3 |      88,265.1 |    -34.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,388,939 |    45,571,868 |    -24.5% | 
lts__t_sector_hit_rate.pct                                             |         57.05 |         46.21 |    -19.0% | %
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,565.4 |       2,137.8 |    -16.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,165,039 |    21,093,444 |     10.1% | 
lts__t_sectors_op_read.sum                                             |   606,622,897 |   660,075,670 |      8.8% | sector
lts__t_sectors.sum                                                     |   673,865,121 |   727,998,678 |      8.0% | sector
