Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_short_scoreboard.avg                         |         974.3 |      14,199.8 |   1357.4% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         17.67 |         66.95 |    278.9% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         557.7 |       1,750.7 |    213.9% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         222.6 |         680.1 |    205.6% | warp
dram__sectors_write.sum                                                |     380,752.0 |     205,008.0 |    -46.2% | sector
dram__sectors_read.sum                                                 |   164,774,520 |   112,301,632 |    -31.8% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         38.67 |         26.97 |    -30.3% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |      86,420.0 |     106,282.0 |     23.0% | 
smsp__warps_issue_stalled_sleeping.avg                                 |      11,632.7 |       9,111.8 |    -21.7% | warp
smsp__inst_executed.sum                                                |    44,417,217 |    51,947,255 |     17.0% | inst
lts__t_sectors_op_read.sum                                             |   567,736,371 |   487,663,576 |    -14.1% | sector
lts__t_sectors.sum                                                     |   568,755,714 |   488,582,778 |    -14.1% | sector
smsp__warps_issue_stalled_wait.avg                                     |     269,692.4 |     294,299.1 |      9.1% | warp
