Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |     144,217.1 |     457,805.9 |    217.4% | warp
smsp__warps_issue_stalled_not_selected.avg                             |     124,124.5 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |      39,129.6 |       2,351.6 |    -94.0% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         433.6 |         27.67 |    -93.6% | warp
smsp__cycles_active.avg                                                |     3,685,099 |     5,932,543 |     61.0% | cycle
dram__sectors_read.sum                                                 |    77,578,608 |    41,149,888 |    -47.0% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         29.48 |         16.30 |    -44.7% | %
smsp__warps_issue_stalled_barrier.avg                                  |     555,310.0 |     760,301.5 |     36.9% | warp
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         42.46 |         27.18 |    -36.0% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         39.35 |         25.28 |    -35.8% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         45.36 |         29.17 |    -35.7% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         46.28 |         29.93 |    -35.3% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,167,703 |     1,519,931 |     30.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    28,340,226 |    23,830,330 |    -15.9% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     393,841.6 |     334,080.1 |    -15.2% | warp
smsp__warps_issue_stalled_wait.avg                                     |     1,126,193 |     1,018,587 |     -9.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    78,898,626 |    72,709,330 |     -7.8% | 
lts__t_sectors_op_read.sum                                             |   567,277,954 |   529,885,710 |     -6.6% | sector
