Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__bytes_read.sum                                                   |          1.31 |         825.9 |  62942.7% | Gbyte
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       5,476.8 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      10,148.6 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,965,326 |     1,466,239 |    -50.6% | warp
dram__sectors_read.sum                                                 |    40,825,840 |    25,807,976 |    -36.8% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    45,242,230 |    59,301,716 |     31.1% | 
lts__t_sectors_op_read.sum                                             |   515,200,992 |   384,516,270 |    -25.4% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,896,249 |    61,833,373 |     23.9% | 
smsp__warps_issue_stalled_barrier.avg                                  |     492,199.9 |     387,887.1 |    -21.2% | warp
lts__t_sectors.sum                                                     |   785,294,171 |   655,341,290 |    -16.5% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,857.0 |       1,554.0 |    -16.3% | 
smsp__warps_issue_stalled_wait.avg                                     |     626,354.2 |     529,454.9 |    -15.5% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     101,481.2 |      91,904.4 |     -9.4% | warp
smsp__inst_executed.sum                                                |   161,505,556 |   148,046,879 |     -8.3% | inst
smsp__cycles_active.avg                                                |     3,209,261 |     2,994,159 |     -6.7% | cycle
