Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       5,476.8 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      10,148.6 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,965,326 |     1,368,967 |    -53.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    45,242,230 |    62,392,139 |     37.9% | 
dram__sectors_read.sum                                                 |    40,825,840 |    54,880,488 |     34.4% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,896,249 |    65,555,926 |     31.4% | 
smsp__warps_issue_stalled_barrier.avg                                  |     492,199.9 |     368,744.8 |    -25.1% | warp
smsp__warps_issue_stalled_wait.avg                                     |     626,354.2 |     520,975.4 |    -16.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,857.0 |       1,554.0 |    -16.3% | 
smsp__warps_issue_stalled_sleeping.avg                                 |     129,827.1 |     109,419.3 |    -15.7% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     101,481.2 |      89,923.5 |    -11.4% | warp
smsp__inst_executed.sum                                                |   161,505,556 |   143,535,261 |    -11.1% | inst
smsp__cycles_active.avg                                                |     3,209,261 |     2,869,246 |    -10.6% | cycle
lts__t_sectors_op_read.sum                                             |   515,200,992 |   552,510,074 |      7.2% | sector
