Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         185.6 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,398.1 |          0.00 |   -100.0% | warp
lts__t_sectors_op_write.sum                                            |     2,128,541 |     1,064,121 |    -50.0% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,809,838 |     1,534,521 |    -45.4% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |         526.7 |         379.5 |    -28.0% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      87,827.9 |      67,002.3 |    -23.7% | warp
dram__bytes_read.sum                                                   |         882.9 |         715.8 |    -18.9% | Mbyte
dram__sectors_read.sum                                                 |    27,590,704 |    22,367,920 |    -18.9% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,907.0 |       1,562.0 |    -18.1% | 
smsp__inst_executed.sum                                                |    54,982,232 |    64,775,697 |     17.8% | inst
dram__sectors_write.sum                                                |     119,992.0 |     109,784.0 |     -8.5% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     303,363.0 |     287,466.5 |     -5.2% | warp
