Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
dram__bytes_read.sum                                                   |          1.31 |         718.2 |  54724.4% | Gbyte
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       5,476.8 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      10,148.6 |          0.00 |   -100.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,965,326 |     1,238,316 |    -58.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    45,242,230 |    67,021,583 |     48.1% | 
dram__sectors_read.sum                                                 |    40,825,840 |    22,443,808 |    -45.0% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,896,249 |    69,786,205 |     39.9% | 
smsp__warps_issue_stalled_sleeping.avg                                 |     129,827.1 |      87,833.9 |    -32.3% | warp
smsp__warps_issue_stalled_barrier.avg                                  |     492,199.9 |     346,356.0 |    -29.6% | warp
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         53.44 |         64.64 |     21.0% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         57.45 |         68.24 |     18.8% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |     101,481.2 |      84,614.5 |    -16.6% | warp
smsp__cycles_active.avg                                                |     3,209,261 |     2,685,477 |    -16.3% | cycle
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,857.0 |       1,554.0 |    -16.3% | 
smsp__warps_issue_stalled_wait.avg                                     |     626,354.2 |     531,338.2 |    -15.2% | warp
smsp__inst_executed.sum                                                |   161,505,556 |   149,991,360 |     -7.1% | inst
