Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      18,698.0 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,808.4 |     246,350.0 |    699.6% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,700.6 |         17.64 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,846.3 |       6,935.2 |    -68.3% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,146.5 |     363,696.4 |     59.4% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,738,303 |     1,285,922 |    -53.0% | warp
launch__registers_per_thread                                           |         252.0 |         119.0 |    -52.8% | register/thread
smsp__inst_executed.sum                                                |   163,089,410 |    97,514,851 |    -40.2% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,758,937 |    23,829,041 |    -36.9% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     135,214.3 |      98,012.4 |    -27.5% | warp
dram__sectors_read.sum                                                 |   133,747,408 |   169,611,480 |     26.8% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,388,939 |    47,912,896 |    -20.7% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,165,039 |    23,068,730 |     20.4% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,565.4 |       2,186.6 |    -14.8% | warp
smsp__cycles_active.avg                                                |     1,934,310 |     1,829,516 |     -5.4% | cycle
