Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |          0.00 |       4,700.0 |      inf% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,554.0 |    24,017,060 | 1545399.4% | 
smsp__inst_executed.sum                                                |   142,850,437 |   942,207,322 |    559.6% | inst
smsp__warps_issue_stalled_short_scoreboard.avg                         |      86,182.9 |     365,471.3 |    324.1% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |     116,367.1 |     443,119.6 |    280.8% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         25.52 |    132.0% | warp
smsp__cycles_active.avg                                                |     2,938,029 |     5,817,625 |     98.0% | cycle
smsp__warps_issue_stalled_barrier.avg                                  |     380,130.9 |     745,461.2 |     96.1% | warp
smsp__warps_issue_stalled_wait.avg                                     |     525,884.8 |     941,698.8 |     79.1% | warp
dram__sectors_read.sum                                                 |    46,644,904 |    73,936,064 |     58.5% | sector
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         59.52 |         29.64 |    -50.2% | %
l1tex__throughput.avg.pct_of_peak_sustained_elapsed                    |         52.91 |         26.92 |    -49.1% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         56.52 |         28.89 |    -48.9% | %
lts__throughput.avg.pct_of_peak_sustained_elapsed                      |         46.82 |         25.20 |    -46.2% | %
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         32.36 |         18.56 |    -42.6% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    55,396,172 |    73,128,999 |     32.0% | 
launch__registers_per_thread                                           |         152.0 |         108.0 |    -28.9% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    52,330,050 |    46,067,456 |    -12.0% | 
lts__t_sectors_op_read.sum                                             |   519,820,599 |   554,293,905 |      6.6% | sector
