Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,012.0 |    29,070,155 | 1444738.7% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,563.0 |     187,015.4 |    511.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    16,894,991 |    49,950,757 |    195.7% | 
smsp__warps_issue_stalled_not_selected.avg                             |       4,132.6 |       7,834.0 |     89.6% | warp
dram__sectors_read.sum                                                 |    99,863,552 |   170,786,024 |     71.0% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         33.39 |         50.66 |     51.7% | %
smsp__inst_executed.sum                                                |    74,358,685 |   106,069,926 |     42.6% | inst
launch__registers_per_thread                                           |         161.0 |         117.0 |    -27.3% | register/thread
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,285.2 |       2,879.9 |     26.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    15,684,562 |    19,355,175 |     23.4% | 
lts__t_sector_hit_rate.pct                                             |         61.74 |         49.96 |    -19.1% | %
smsp__warps_issue_stalled_wait.avg                                     |     349,265.3 |     401,051.6 |     14.8% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,379,506 |     2,031,137 |    -14.6% | warp
lts__t_sectors_op_read.sum                                             |   545,653,401 |   608,915,055 |     11.6% | sector
lts__t_sectors.sum                                                     |   613,612,558 |   677,024,573 |     10.3% | sector
smsp__warps_issue_stalled_sleeping.avg                                 |      20,076.1 |      19,023.4 |     -5.2% | warp
