Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         222.6 |         112.3 |    -49.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |         557.7 |         326.8 |    -41.4% | warp
lts__t_sectors_op_write.sum                                            |     675,530.0 |     404,247.0 |    -40.2% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,505,860 |     1,622,723 |    -35.2% | warp
dram__sectors_write.sum                                                |     380,752.0 |     266,768.0 |    -29.9% | sector
launch__registers_per_thread                                           |         99.00 |         128.0 |     29.3% | register/thread
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       2,073.0 |       1,709.0 |    -17.6% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |         974.3 |         846.4 |    -13.1% | warp
lts__t_sectors_op_read.sum                                             |   567,736,371 |   603,860,758 |      6.4% | sector
lts__t_sectors.sum                                                     |   568,755,714 |   604,603,987 |      6.3% | sector
