Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_sleeping.avg                                 |          0.00 |      22,103.7 |      inf% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      30,808.4 |     276,424.2 |    797.2% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |       3,700.6 |         17.73 |    -99.5% | warp
smsp__warps_issue_stalled_not_selected.avg                             |      21,846.3 |       6,750.0 |    -69.1% | warp
smsp__warps_issue_stalled_wait.avg                                     |     228,146.5 |     382,889.0 |     67.8% | warp
dram__sectors_read.sum                                                 |   133,747,408 |   215,913,952 |     61.4% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         41.00 |         57.95 |     41.3% | %
launch__registers_per_thread                                           |         252.0 |         148.0 |    -41.3% | register/thread
smsp__inst_executed.sum                                                |   163,089,410 |   102,932,584 |    -36.9% | inst
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    37,758,937 |    26,406,240 |    -30.1% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    60,388,939 |    47,553,387 |    -21.3% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,738,303 |     2,168,868 |    -20.8% | warp
lts__t_sector_hit_rate.pct                                             |         57.05 |         45.41 |    -20.4% | %
smsp__warps_issue_stalled_short_scoreboard.avg                         |     135,214.3 |     162,231.6 |     20.0% | warp
lts__t_sectors_op_read.sum                                             |   606,622,897 |   696,952,921 |     14.9% | sector
lts__t_sectors.sum                                                     |   673,865,121 |   765,192,544 |     13.6% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,565.4 |       2,254.2 |    -12.1% | warp
