Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |         593.0 |    44,938,741 | 7578102.5% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |       1,860.0 |    29,463,769 | 1583973.6% | 
dram__sectors_write.sum                                                |     111,176.0 |   176,547,976 | 158700.4% | sector
smsp__warps_issue_stalled_short_scoreboard.avg                         |         464.4 |     357,719.5 |  76931.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |     311,041.0 |    79,768,596 |  25545.7% | 
lts__t_sectors_op_write.sum                                            |     2,099,447 |   269,514,803 |  12737.4% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         345.6 |      35,942.2 |  10300.2% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       1,579.4 |     122,602.1 |   7662.6% | warp
smsp__warps_issue_stalled_mio_throttle.avg                             |         11.00 |         555.4 |   4949.5% | warp
smsp__inst_executed.sum                                                |    63,751,877 |   976,773,380 |   1432.1% | inst
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |          4.07 |         26.50 |    551.1% | %
smsp__warps_issue_stalled_wait.avg                                     |     374,605.1 |     1,132,129 |    202.2% | warp
dram__bytes_read.sum                                                   |         715.3 |          1.41 |    -99.8% | Mbyte
dram__sectors_read.sum                                                 |    22,352,584 |    43,922,640 |     96.5% | sector
smsp__warps_issue_stalled_barrier.avg                                  |     300,236.1 |     545,940.2 |     81.8% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      82,695.8 |     136,219.5 |     64.7% | warp
lts__t_sectors.sum                                                     |   490,935,548 |   794,001,063 |     61.7% | sector
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,774,789 |     1,162,572 |    -58.1% | warp
launch__registers_per_thread                                           |         75.00 |         110.0 |     46.7% | register/thread
smsp__cycles_active.avg                                                |     2,512,924 |     3,662,070 |     45.7% | cycle
lts__t_sector_hit_rate.pct                                             |         90.97 |         58.24 |    -36.0% | %
sm__throughput.avg.pct_of_peak_sustained_elapsed                       |         72.86 |         47.99 |    -34.1% | %
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed        |         71.40 |         47.05 |    -34.1% | %
lts__t_sectors_op_read.sum                                             |   488,740,764 |   524,058,495 |      7.2% | sector
