Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |          0.00 |       2,041.5 |      inf% | warp
smsp__warps_issue_stalled_not_selected.avg                             |          0.00 |       6,312.1 |      inf% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |      44,412.9 |     138,097.2 |    210.9% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,114,867 |     2,306,964 |    106.9% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      32,729.9 |      24,900.5 |    -23.9% | warp
dram__sectors_read.sum                                                 |   192,607,232 |   151,463,832 |    -21.4% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    20,916,514 |    24,393,602 |     16.6% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    35,244,046 |    39,882,299 |     13.2% | 
smsp__inst_executed.sum                                                |    93,226,571 |   102,732,333 |     10.2% | inst
smsp__warps_issue_stalled_wait.avg                                     |     354,660.5 |     389,735.7 |      9.9% | warp
