Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_barrier.avg                                  |     1,206,431 |     278,129.4 |    -76.9% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      43,012.7 |      24,900.5 |    -42.1% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,689,422 |     2,306,964 |     36.6% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,605.1 |       2,041.5 |    -21.6% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    21,108,259 |    24,393,602 |     15.6% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     121,601.8 |     138,097.2 |     13.6% | warp
dram__sectors_read.sum                                                 |   133,758,112 |   151,463,832 |     13.2% | sector
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    36,520,541 |    39,882,299 |      9.2% | 
smsp__warps_issue_stalled_not_selected.avg                             |       6,869.3 |       6,312.1 |     -8.1% | warp
smsp__cycles_active.avg                                                |     2,129,039 |     1,976,325 |     -7.2% | cycle
