Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     434,148.0 |    37,878,448 |   8624.8% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,503.2 |     135,455.1 |    344.1% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         595.1 |       2,551.2 |    328.7% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,955,327 |    60,352,004 |    202.4% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,178.1 |       3,753.0 |     72.3% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      92,130.6 |      31,249.6 |    -66.1% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,962.0 |     228,150.6 |     61.9% | warp
dram__sectors_read.sum                                                 |    89,193,768 |   133,745,368 |     49.9% | sector
launch__registers_per_thread                                           |         186.0 |         252.0 |     35.5% | register/thread
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         31.49 |         41.59 |     32.1% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,412,590 |    18,978,764 |     15.6% | 
smsp__inst_executed.sum                                                |   141,729,604 |   163,088,684 |     15.1% | inst
smsp__warps_issue_stalled_not_selected.avg                             |      25,683.7 |      21,915.5 |    -14.7% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,427,075 |     2,724,626 |     12.3% | warp
lts__t_sectors_op_read.sum                                             |   554,531,529 |   614,292,852 |     10.8% | sector
lts__t_sectors.sum                                                     |   621,621,886 |   681,586,471 |      9.6% | sector
