N_STAGES,NUM_EPI_WARPS,INTERLEAVE_STRATEGY,MBAR_EARLY,TMEM_LOAD_WIDTH,STAGGER_CYCLES,PHASE1_UNROLL,SNAKE_ORDER,CVT_ADD_FUSED,regs,spills,smem_kb,ms,tflops,status,dflags
4,5,2,0,32,120,2,1,1,225,0,208.125,0.522,2098.84,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120
4,5,2,0,32,80,2,1,1,225,0,208.125,0.523,2094.98,OK,-DNUM_EPI_WARPS=5
4,5,2,0,32,40,2,1,1,225,0,208.125,0.523,2092.52,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=40
4,5,2,1,32,80,2,1,1,225,0,208.125,0.523,2092.23,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5
4,5,1,1,64,100,2,1,1,240,0,208.125,0.524,2090.96,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64
4,5,1,1,64,160,2,1,1,240,0,208.125,0.524,2089.8,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64
4,5,2,0,32,0,2,1,1,224,0,208.125,0.524,2089.78,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=0
4,5,2,0,32,60,2,1,1,225,0,208.125,0.524,2090.2,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60
4,5,2,0,32,80,2,1,1,225,0,208.125,0.524,2089.94,OK,-DNUM_EPI_WARPS=5
4,5,2,1,32,60,2,1,1,225,0,208.125,0.524,2090.8,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60
4,5,2,1,32,120,2,1,1,225,0,208.125,0.524,2089.34,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120
4,5,2,1,32,200,2,1,1,225,0,208.125,0.524,2090.36,OK,-DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=200
4,5,2,0,32,120,2,1,0,225,0,208.125,0.524,2091.68,OK,-DCVT_ADD_FUSED=0 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120
4,5,2,0,32,120,2,1,1,225,0,208.125,0.524,2088.19,OK,-DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=120
4,4,2,0,32,80,2,1,1,209,0,192.125,0.525,2086.53,OK,
4,5,1,1,64,60,2,1,1,240,0,208.125,0.525,2085.55,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DNUM_EPI_WARPS=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64
