Kernel: fc2 (fc2.cu)

=== Tier 1: N_STAGES, NUM_EPI_WARPS ===
Sweep: 6 total, 5 valid, 1 pruned
Estimated time: ~0 min (5 configs × ~5s each)

[1/5] -DN_STAGES=3 ... 1.977 ms / 2215 TFLOPS  (240 regs, 2.9s)
[2/5] (defaults) ... 1.660 ms / 2638 TFLOPS  (255 regs, 2.9s)
[3/5] -DN_STAGES=5 ... 1.522 ms / 2877 TFLOPS  (255 regs, 2.9s)
[4/5] -DNUM_EPI_WARPS=5 -DN_STAGES=3 ... 1.987 ms / 2204 TFLOPS  (242 regs, 3.0s)
[5/5] -DNUM_EPI_WARPS=5 ... 1.735 ms / 2525 TFLOPS  (254 regs, 3.0s)

Tier 1 winner: -DN_STAGES=5 → 1.522 ms / 2877 TFLOPS

=== Tier 2: INTERLEAVE_STRATEGY, MBAR_EARLY, STAGGER_CYCLES, TMEM_LOAD_WIDTH ===
Sweep: 128 total, 128 valid, 0 pruned
Estimated time: ~11 min (128 configs × ~5s each)

[1/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=0 ... 1.532 ms / 2860 TFLOPS  (255 regs, 2.9s)
[2/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64 ... 1.533 ms / 2857 TFLOPS  (255 regs, 3.2s)
[3/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=40 ... 1.536 ms / 2852 TFLOPS  (255 regs, 2.9s)
[4/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64 ... 1.531 ms / 2860 TFLOPS  (255 regs, 3.1s)
[5/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=60 ... 1.552 ms / 2822 TFLOPS  (255 regs, 2.9s)
[6/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64 ... 1.542 ms / 2841 TFLOPS  (255 regs, 3.1s)
[7/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 ... 1.542 ms / 2840 TFLOPS  (255 regs, 2.9s)
[8/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DTMEM_LOAD_WIDTH=64 ... 1.562 ms / 2804 TFLOPS  (255 regs, 3.1s)
[9/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=100 ... 1.536 ms / 2852 TFLOPS  (255 regs, 2.9s)
[10/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=100 -DTMEM_LOAD_WIDTH=64 ... 1.561 ms / 2805 TFLOPS  (255 regs, 3.1s)
[11/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=120 ... 1.536 ms / 2852 TFLOPS  (255 regs, 2.9s)
[12/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=120 -DTMEM_LOAD_WIDTH=64 ... 1.536 ms / 2851 TFLOPS  (255 regs, 3.1s)
[13/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=160 ... 1.532 ms / 2859 TFLOPS  (255 regs, 3.0s)
[14/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=160 -DTMEM_LOAD_WIDTH=64 ... 1.548 ms / 2829 TFLOPS  (255 regs, 3.2s)
[15/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=200 ... 1.526 ms / 2870 TFLOPS  (255 regs, 2.9s)
[16/128] -DINTERLEAVE_STRATEGY=0 -DN_STAGES=5 -DSTAGGER_CYCLES=200 -DTMEM_LOAD_WIDTH=64 ... 1.547 ms / 2831 TFLOPS  (255 regs, 3.1s)
[17/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 ... 1.534 ms / 2854 TFLOPS  (255 regs, 2.9s)
[18/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64 ... 1.525 ms / 2872 TFLOPS  (255 regs, 3.1s)
[19/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40 ... 1.537 ms / 2850 TFLOPS  (255 regs, 3.0s)
[20/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64 ... 1.534 ms / 2856 TFLOPS  (255 regs, 3.2s)
[21/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60 ... 1.556 ms / 2815 TFLOPS  (255 regs, 3.0s)
[22/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64 ... 1.530 ms / 2862 TFLOPS  (255 regs, 3.2s)
[23/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 ... 1.540 ms / 2844 TFLOPS  (255 regs, 3.0s)
[24/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DTMEM_LOAD_WIDTH=64 ... 1.530 ms / 2862 TFLOPS  (255 regs, 3.2s)
[25/128] -DINTERLEAVE_STRATEGY=0 -DMBAR_EARLY=1 -DN_STAGES=5 -DSTAGGER_CYCLES=100 ... 1.535 ms / 2854 TFLOPS  (255 regs, 2.9s)
