Kernel: patch_embed (patch_embed.cu)

=== Tier 1: N_STAGES, NUM_EPI_WARPS ===
Sweep: 6 total, 5 valid, 1 pruned
Estimated time: ~0 min (5 configs × ~5s each)

[1/5] -DN_STAGES=3 ... 0.575 ms / 1905 TFLOPS  (154 regs, 3.7s)
[2/5] (defaults) ... 0.525 ms / 2085 TFLOPS  (209 regs, 2.8s)
[3/5] -DN_STAGES=5 ... 0.539 ms / 2033 TFLOPS  (229 regs, 2.8s)
[4/5] -DNUM_EPI_WARPS=5 -DN_STAGES=3 ... 0.631 ms / 1735 TFLOPS  (157 regs, 2.8s)
[5/5] -DNUM_EPI_WARPS=5 ... 0.525 ms / 2086 TFLOPS  (211 regs, 2.9s)

Tier 1 winner: (defaults) → 0.525 ms / 2085 TFLOPS

=== Tier 2: INTERLEAVE_STRATEGY, MBAR_EARLY, STAGGER_CYCLES, TMEM_LOAD_WIDTH ===
Sweep: 128 total, 128 valid, 0 pruned
Estimated time: ~11 min (128 configs × ~5s each)

[1/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=0 ... 0.557 ms / 1965 TFLOPS  (207 regs, 2.8s)
[2/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=0 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.4s)
[3/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=40 ... 0.557 ms / 1965 TFLOPS  (208 regs, 2.9s)
[4/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=40 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.4s)
[5/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=60 ... 0.555 ms / 1973 TFLOPS  (208 regs, 2.8s)
[6/128] -DINTERLEAVE_STRATEGY=0 -DSTAGGER_CYCLES=60 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.4s)
[7/128] -DINTERLEAVE_STRATEGY=0 ... 0.556 ms / 1970 TFLOPS  (208 regs, 2.8s)
[8/128] -DINTERLEAVE_STRATEGY=0 -DTMEM_LOAD_WIDTH=64 ... COMPILE_FAIL  (0.4s)
