N_STAGES,NUM_EPI_WARPS,INTERLEAVE_STRATEGY,MBAR_EARLY,TMEM_LOAD_WIDTH,STAGGER_CYCLES,PHASE1_UNROLL,SNAKE_ORDER,CVT_ADD_FUSED,K_LOOP_UNROLL,W0_LOOP_UNROLL,SUB_MMA_UNROLL,PRELOAD_MODE,PREFETCH_BEFORE_STORE,regs,spills,smem_kb,ms,tflops,status,dflags
4,4,2,1,32,160,2,1,1,6,4,1,1,0,166,0,192.125,0.526,2082.2,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,4,1,1,32,160,2,1,1,4,0,0,1,0,208,0,192.125,0.527,2076.03,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,0,32,80,2,1,1,4,0,0,1,0,209,0,192.125,0.527,2076.84,OK,
4,4,2,1,32,160,2,1,0,4,4,3,1,0,210,0,192.125,0.527,2078.24,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,0,4,4,0,1,0,255,0,192.125,0.527,2077.86,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,0,6,0,0,1,0,222,0,192.125,0.527,2079.49,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,4,1,0,6,0,1,1,0,214,0,192.125,0.527,2077.76,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1
4,4,2,1,32,160,4,1,0,6,4,1,1,0,214,0,192.125,0.527,2078.6,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,0,6,0,3,1,0,222,0,192.125,0.527,2077.86,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3
4,4,2,1,32,160,4,1,0,8,0,0,1,0,255,0,192.125,0.527,2079.75,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,4,1,0,8,0,3,1,0,255,0,192.125,0.527,2076.47,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3
4,4,2,1,32,160,4,1,1,4,0,0,1,0,255,0,192.125,0.527,2077.7,OK,-DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,4,1,1,6,0,1,1,0,214,0,192.125,0.527,2078.54,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1
4,4,2,1,32,160,4,1,1,8,0,1,1,0,214,0,192.125,0.527,2077.81,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1
4,4,2,0,32,40,2,1,1,4,0,0,1,0,209,0,192.125,0.528,2075.43,OK,-DSTAGGER_CYCLES=40
4,4,2,1,32,0,2,1,1,4,0,0,1,0,209,0,192.125,0.528,2075.13,OK,-DMBAR_EARLY=1 -DSTAGGER_CYCLES=0
4,4,2,1,32,160,4,1,0,4,4,3,1,0,255,0,192.125,0.528,2072.62,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,0,6,4,3,1,0,222,0,192.125,0.528,2074.71,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,0,8,0,1,1,0,214,0,192.125,0.528,2072.51,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1
4,4,2,1,32,160,4,1,0,8,4,1,1,0,214,0,192.125,0.528,2075.35,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,1,6,0,0,1,0,222,0,192.125,0.528,2073.84,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,4,1,1,6,4,0,1,0,222,0,192.125,0.528,2072.35,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,1,6,0,3,1,0,222,0,192.125,0.528,2073.54,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3
4,4,2,1,32,160,4,1,1,6,4,3,1,0,222,0,192.125,0.528,2073.2,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,1,8,0,0,1,0,255,0,192.125,0.528,2074.23,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,4,1,1,8,4,1,1,0,214,0,192.125,0.528,2074.81,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,1,8,0,3,1,0,255,0,192.125,0.528,2073.04,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3
4,4,2,1,32,160,4,1,1,8,4,3,1,0,255,0,192.125,0.528,2074.08,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,4,1,1,32,80,2,1,1,4,0,0,1,0,208,0,192.125,0.529,2068.56,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1
4,4,1,1,32,100,2,1,1,4,0,0,1,0,208,0,192.125,0.529,2068.14,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=100
4,4,2,1,32,160,2,1,0,4,0,1,1,0,166,0,192.125,0.529,2068.46,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1
4,4,2,1,32,160,4,1,0,4,0,3,1,0,255,0,192.125,0.529,2070.27,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3
4,4,2,1,32,160,4,1,0,6,4,0,1,0,222,0,192.125,0.529,2071.28,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,1,4,4,0,1,0,255,0,192.125,0.529,2068.2,OK,-DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,1,4,4,3,1,0,255,0,192.125,0.529,2069.11,OK,-DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,1,8,4,0,1,0,255,0,192.125,0.529,2070.57,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,1,0,32,120,2,1,1,4,0,0,1,0,206,0,192.125,0.53,2065.43,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=120
4,4,1,0,32,160,2,1,1,4,0,0,1,0,206,0,192.125,0.53,2066.37,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=160
4,4,1,1,32,40,2,1,1,4,0,0,1,0,208,0,192.125,0.53,2065.79,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=40
4,4,1,1,32,120,2,1,1,4,0,0,1,0,208,0,192.125,0.53,2064.3,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=120
4,4,2,0,32,0,2,1,1,4,0,0,1,0,208,0,192.125,0.53,2067.56,OK,-DSTAGGER_CYCLES=0
4,4,2,1,32,160,4,1,0,8,4,3,1,0,255,0,192.125,0.53,2067.65,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,1,4,0,3,1,0,255,0,192.125,0.53,2065.07,OK,-DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3
4,4,2,1,32,160,4,1,1,6,4,1,1,0,214,0,192.125,0.53,2066.24,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,4,1,0,32,80,2,1,1,4,0,0,1,0,206,0,192.125,0.531,2060.75,OK,-DINTERLEAVE_STRATEGY=1
4,4,1,0,32,100,2,1,1,4,0,0,1,0,206,0,192.125,0.531,2062.31,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=100
4,4,1,1,32,60,2,1,1,4,0,0,1,0,208,0,192.125,0.531,2061.24,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=60
4,4,1,1,32,200,2,1,1,4,0,0,1,0,208,0,192.125,0.531,2061.04,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=200
4,4,2,1,32,160,2,1,0,4,4,1,1,0,166,0,192.125,0.531,2063.67,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,0,4,0,1,1,0,214,0,192.125,0.531,2061.41,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1
4,4,2,1,32,160,2,1,1,4,0,1,1,0,166,0,192.125,0.531,2062.23,OK,-DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1
4,4,2,1,32,160,2,1,1,4,4,1,1,0,166,0,192.125,0.531,2062.06,OK,-DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,4,1,0,32,60,2,1,1,4,0,0,1,0,206,0,192.125,0.532,2057.04,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=60
4,4,2,1,32,160,4,1,0,4,4,1,1,0,214,0,192.125,0.532,2058.97,OK,-DCVT_ADD_FUSED=0 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,1,4,0,1,1,0,214,0,192.125,0.532,2058.37,OK,-DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1
4,4,2,1,32,160,4,1,1,4,4,1,1,0,214,0,192.125,0.532,2058.15,OK,-DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,4,1,0,32,0,2,1,1,4,0,0,1,0,205,0,192.125,0.533,2054.84,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=0
4,4,1,0,32,200,2,1,1,4,0,0,1,0,206,0,192.125,0.533,2053.1,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=200
4,4,1,0,32,40,2,1,1,4,0,0,1,0,206,0,192.125,0.534,2052.34,OK,-DINTERLEAVE_STRATEGY=1 -DSTAGGER_CYCLES=40
4,4,1,1,32,0,2,1,1,4,0,0,1,0,206,0,192.125,0.535,2045.82,OK,-DINTERLEAVE_STRATEGY=1 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=0
4,4,2,1,32,160,4,0,0,6,0,1,1,0,214,0,192.125,0.538,2033.46,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1
4,4,2,1,32,160,4,0,1,8,0,1,1,0,214,0,192.125,0.538,2035.93,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1
5,4,2,0,32,80,2,1,1,4,0,0,1,0,229,0,224.125,0.539,2032.89,OK,-DN_STAGES=5
4,4,2,1,32,160,4,0,1,6,0,1,1,0,214,0,192.125,0.539,2031.0,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1
4,4,2,1,32,160,4,0,1,6,0,3,1,0,222,0,192.125,0.539,2032.2,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=3
4,4,2,1,32,160,4,0,1,8,4,1,1,0,214,0,192.125,0.539,2032.62,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=160 -DSUB_MMA_UNROLL=1 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,0,0,6,0,0,1,0,222,0,192.125,0.54,2026.64,OK,-DCVT_ADD_FUSED=0 -DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSNAKE_ORDER=0 -DSTAGGER_CYCLES=160
