Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_barrier.avg                                  |     267,829.1 |      44,556.5 |    -83.4% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |      18,585.6 |       3,695.7 |    -80.1% | warp
launch__registers_per_thread                                           |         117.0 |         164.0 |     40.2% | register/thread
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,039,037 |     2,670,676 |     31.0% | warp
dram__sectors_read.sum                                                 |   173,567,400 |   133,746,176 |    -22.9% | sector
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,940.1 |       2,321.8 |    -21.0% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    19,028,008 |    15,054,615 |    -20.9% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     186,714.4 |     216,268.5 |     15.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    29,333,373 |    32,954,443 |     12.3% | 
smsp__warps_issue_stalled_not_selected.avg                             |       7,844.7 |       7,168.7 |     -8.6% | warp
