Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_barrier.avg                                  |      44,556.5 |     274,086.0 |    515.1% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |       3,695.7 |      21,801.8 |    489.9% | warp
dram__sectors_read.sum                                                 |   133,746,176 |   209,358,368 |     56.5% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         42.59 |         57.00 |     33.8% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    15,054,615 |    19,581,553 |     30.1% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     216,268.5 |     165,800.0 |    -23.3% | warp
launch__registers_per_thread                                           |         164.0 |         126.0 |    -23.2% | register/thread
lts__t_sector_hit_rate.pct                                             |         57.29 |         45.73 |    -20.2% | %
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,670,676 |     2,160,618 |    -19.1% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    32,954,443 |    26,809,712 |    -18.6% | 
lts__t_sectors_op_read.sum                                             |   608,818,480 |   678,361,615 |     11.4% | sector
lts__t_sectors.sum                                                     |   680,273,596 |   746,597,255 |      9.7% | sector
smsp__warps_issue_stalled_not_selected.avg                             |       7,168.7 |       6,739.6 |     -6.0% | warp
smsp__inst_executed.sum                                                |   107,971,981 |   101,894,968 |     -5.6% | inst
