Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_mio_throttle.avg                             |         23.32 |       3,735.7 |  15919.1% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       7,168.7 |      21,936.1 |    206.0% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |       3,695.7 |          0.00 |   -100.0% | warp
launch__registers_per_thread                                           |         164.0 |         252.0 |     53.7% | register/thread
smsp__inst_executed.sum                                                |   107,971,981 |   163,088,108 |     51.0% | inst
smsp__warps_issue_stalled_wait.avg                                     |     404,070.9 |     228,148.9 |    -43.5% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     216,268.5 |     135,013.5 |    -37.6% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      44,556.5 |      31,279.1 |    -29.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    15,054,615 |    19,078,900 |     26.7% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    49,914,607 |    60,347,645 |     20.9% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    32,954,443 |    37,710,913 |     14.4% | 
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,321.8 |       2,562.2 |     10.4% | warp
