Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_mio_throttle.avg                             |         24.37 |       3,747.8 |  15278.9% | warp
smsp__warps_issue_stalled_not_selected.avg                             |       7,062.4 |      21,883.8 |    209.9% | warp
smsp__warps_issue_stalled_sleeping.avg                                 |       4,187.4 |          0.00 |   -100.0% | warp
launch__registers_per_thread                                           |         163.0 |         252.0 |     54.6% | register/thread
smsp__inst_executed.sum                                                |   107,309,786 |   163,088,468 |     52.0% | inst
smsp__warps_issue_stalled_wait.avg                                     |     407,483.9 |     228,117.0 |    -44.0% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      45,954.6 |      31,081.8 |    -32.4% | warp
smsp__warps_issue_stalled_short_scoreboard.avg                         |     197,927.9 |     136,092.7 |    -31.2% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    30,712,001 |    37,901,487 |     23.4% | 
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    51,112,264 |    60,382,455 |     18.1% | 
