Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
smsp__warps_issue_stalled_barrier.avg                                  |     945,280.6 |     280,368.1 |    -70.3% | warp
dram__sectors_read.sum                                                 |   133,746,016 |   220,178,568 |     64.6% | sector
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         39.61 |         58.45 |     47.6% | %
smsp__warps_issue_stalled_sleeping.avg                                 |      41,499.4 |      24,108.3 |    -41.9% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,216,540 |    20,161,151 |     24.3% | 
smsp__warps_issue_stalled_long_scoreboard.avg                          |     1,792,261 |     2,226,002 |     24.2% | warp
lts__t_sector_hit_rate.pct                                             |         57.90 |         44.24 |    -23.6% | %
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |       2,717.0 |       2,217.6 |    -18.4% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    41,515,275 |    47,653,767 |     14.8% | 
smsp__warps_issue_stalled_not_selected.avg                             |       7,628.8 |       6,527.4 |    -14.4% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |    23,571,384 |    25,973,407 |     10.2% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |     152,398.2 |     164,131.3 |      7.7% | warp
lts__t_sectors_op_read.sum                                             |   639,439,995 |   687,143,051 |      7.5% | sector
lts__t_sectors.sum                                                     |   707,924,756 |   756,006,586 |      6.8% | sector
smsp__cycles_active.avg                                                |     2,056,981 |     1,926,183 |     -6.4% | cycle
