Metric                                                                 | Baseline        | Experiment      | Rel Diff   | Unit
-----------------------------------------------------------------------------------------------------------------------------
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum                   |     437,419.0 |    37,901,487 |   8564.8% | 
smsp__warps_issue_stalled_short_scoreboard.avg                         |      30,199.0 |     136,092.7 |    350.7% | warp
smsp__warps_issue_stalled_math_pipe_throttle.avg                       |         581.5 |       2,545.9 |    337.8% | warp
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum                         |    19,937,606 |    60,382,455 |    202.9% | 
smsp__warps_issue_stalled_mio_throttle.avg                             |       2,179.1 |       3,747.8 |     72.0% | warp
smsp__warps_issue_stalled_barrier.avg                                  |      91,875.8 |      31,081.8 |    -66.2% | warp
smsp__warps_issue_stalled_wait.avg                                     |     140,960.2 |     228,117.0 |     61.8% | warp
dram__sectors_read.sum                                                 |    89,193,368 |   133,766,168 |     50.0% | sector
launch__registers_per_thread                                           |         186.0 |         252.0 |     35.5% | register/thread
dram__throughput.avg.pct_of_peak_sustained_elapsed                     |         31.65 |         41.67 |     31.7% | %
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum                   |    16,442,109 |    19,034,641 |     15.8% | 
smsp__inst_executed.sum                                                |   141,729,615 |   163,088,468 |     15.1% | inst
smsp__warps_issue_stalled_not_selected.avg                             |      25,739.6 |      21,883.8 |    -15.0% | warp
smsp__warps_issue_stalled_long_scoreboard.avg                          |     2,427,102 |     2,725,847 |     12.3% | warp
lts__t_sectors_op_read.sum                                             |   561,723,480 |   617,591,129 |      9.9% | sector
lts__t_sectors.sum                                                     |   628,809,820 |   684,869,886 |      8.9% | sector
